draw_id,play,tier,pattern,numbers,note,winners,value
01319,,Giải Nhất,OOOOO,,,8,40000000
01319,,Giải Nhì,OOOO,,,807,500000
01319,,Giải Ba,OOO,,,17551,50000
01318,,Jackpot 1,OOOOOO,,,0,38227516950
01318,,Jackpot 2,OOOOO|O,,,0,10403252800
01318,,Giải Nhất,OOOOO,,,10,40000000
01318,,Giải Nhì,OOOO,,,674,500000
01318,,Giải Ba,OOO,,,15483,50000
01317,,Jackpot 1,OOOOOO,,,0,35421960450
01317,,Jackpot 2,OOOOO|O,,,0,10091524300
01317,,Giải Nhất,OOOOO,,,8,40000000
01317,,Giải Nhì,OOOO,,,730,500000
01317,,Giải Ba,OOO,,,16251,50000
01316,,Jackpot 1,OOOOOO,,,0,32524976100
01316,,Jackpot 2,OOOOO|O,,,0,9769637150
01316,,Giải Nhất,OOOOO,,,10,40000000
01316,,Giải Nhì,OOOO,,,476,500000
01316,,Giải Ba,OOO,,,11643,50000
01315,,Jackpot 1,OOOOOO,,,1,114662129250
01315,,Jackpot 2,OOOOO|O,,,0,9489084250
01315,,Giải Nhất,OOOOO,,,20,40000000
01315,,Giải Nhì,OOOO,,,1401,500000
01315,,Giải Ba,OOO,,,28653,50000
01314,,Jackpot 1,OOOOOO,,,0,105694649850
01314,,Jackpot 2,OOOOO|O,,,0,8492697650
01314,,Giải Nhất,OOOOO,,,26,40000000
01314,,Giải Nhì,OOOO,,,1449,500000
01314,,Giải Ba,OOO,,,30515,50000
01313,,Jackpot 1,OOOOOO,,,0,96812470200
01313,,Jackpot 2,OOOOO|O,,,0,7505788800
01313,,Giải Nhất,OOOOO,,,16,40000000
01313,,Giải Nhì,OOOO,,,894,500000
01313,,Giải Ba,OOO,,,20557,50000
01312,,Jackpot 1,OOOOOO,,,0,88926650850
01312,,Jackpot 2,OOOOO|O,,,0,6629586650
01312,,Giải Nhất,OOOOO,,,23,40000000
01312,,Giải Nhì,OOOO,,,1401,500000
01312,,Giải Ba,OOO,,,28904,50000
01311,,Jackpot 1,OOOOOO,,,0,80578203600
01311,,Jackpot 2,OOOOO|O,,,0,5701981400
01311,,Giải Nhất,OOOOO,,,28,40000000
01311,,Giải Nhì,OOOO,,,1427,500000
01311,,Giải Ba,OOO,,,30752,50000
01310,,Jackpot 1,OOOOOO,,,0,72454898500
01310,,Jackpot 2,OOOOO|O,,,0,4799391950
01310,,Giải Nhất,OOOOO,,,12,40000000
01310,,Giải Nhì,OOOO,,,1065,500000
01310,,Giải Ba,OOO,,,22171,50000
01309,,Jackpot 1,OOOOOO,,,0,66543126150
01309,,Jackpot 2,OOOOO|O,,,0,4142528350
01309,,Giải Nhất,OOOOO,,,11,40000000
01309,,Giải Nhì,OOOO,,,967,500000
