draw_id,date,numbers,bonus
00803,2022-11-17,1 19 25 27 38 42,54
00802,2022-11-15,4 20 26 36 47 51,33
00801,2022-11-12,8 18 23 30 35 42,43
00800,2022-11-10,8 11 14 27 38 45,21
00799,2022-11-08,12 27 33 44 48 50,18
00798,2022-11-05,10 19 22 25 47 53,52
00797,2022-11-03,8 13 24 28 29 33,49
00796,2022-11-01,3 9 20 23 31 54,55
00795,2022-10-29,1 3 10 13 15 20,32
00794,2022-10-27,1 7 10 17 19 30,53
00793,2022-10-25,8 18 20 22 42 46,1
00792,2022-10-22,17 19 35 42 51 52,34
00791,2022-10-20,15 21 27 34 37 53,29
00790,2022-10-18,6 30 36 39 44 46,49
00789,2022-10-15,8 15 16 39 45 51,23
00788,2022-10-13,12 13 43 48 51 52,15
00787,2022-10-11,11 26 34 40 46 52,1
00786,2022-10-08,11 17 23 34 41 51,40
00785,2022-10-06,6 8 19 20 47 53,7
00784,2022-10-04,5 11 12 22 43 45,42
00783,2022-10-01,14 15 16 22 23 29,20
00782,2022-09-29,15 32 33 37 42 54,28
00781,2022-09-27,11 13 23 27 37 43,34
00780,2022-09-24,1 4 5 17 42 47,9
00779,2022-09-22,12 14 19 29 44 47,26
00778,2022-09-20,8 27 32 43 53 54,45
00777,2022-09-17,5 8 19 34 40 49,39
00776,2022-09-15,3 8 19 30 41 52,9
00775,2022-09-13,9 10 21 40 41 48,54
00774,2022-09-10,2 8 15 19 35 38,14
00773,2022-09-08,9 13 23 32 36 52,43
00772,2022-09-06,1 5 27 43 52 54,15
00771,2022-09-03,11 22 31 33 40 46,41
00770,2022-09-01,4 14 18 39 50 53,31
00769,2022-08-30,2 13 19 29 30 32,16
00768,2022-08-27,1 5 7 10 25 48,36
00767,2022-08-25,19 30 35 40 49 53,42
00766,2022-08-23,13 21 31 41 44 45,27
00765,2022-08-20,6 16 29 32 42 51,43
00764,2022-08-18,23 27 31 37 38 42,26
00763,2022-08-16,17 18 28 47 50 53,11
00762,2022-08-13,19 28 29 30 33 36,14
00761,2022-08-11,1 12 21 34 48 55,50
00760,2022-08-09,9 10 36 41 51 55,52
00759,2022-08-06,6 21 27 41 51 53,43
00758,2022-08-04,8 9 20 41 48 54,2
00757,2022-08-02,2 5 28 40 47 48,31
00756,2022-07-30,1 4 24 35 44 47,17
00755,2022-07-28,5 6 17 28 29 39,34
00754,2022-07-26,5 8 9 13 14 47,53
00753,2022-07-23,27 28 29 39 40 54,13
00752,2022-07-21,2 20 33 45 51 55,1
00751,2022-07-19,8 9 33 34 35 52,36
00750,2022-07-16,6 13 18 27 34 46,33
00749,2022-07-14,11 25 29 37 39 52,45
00748,2022-07-12,12 13 24 25 39 41,9
00747,2022-07-09,5 21 24 47 52 55,20
00746,2022-07-07,18 24 32 43 48 55,15
00745,2022-07-05,5 7 12 26 29 44,38
00744,2022-07-02,6 26 39 40 46 47,2
00743,2022-06-30,5 11 15 19 29 31,35
00742,2022-06-28,5 22 30 32 38 55,33
00741,2022-06-25,14 17 31 35 37 40,28
00740,2022-06-23,10 22 23 34 46 54,27
00739,2022-06-21,9 13 19 21 34 51,35
00738,2022-06-18,6 27 43 44 45 47,33
00737,2022-06-16,9 13 21 40 51 54,4
00736,2022-06-14,2 15 26 32 35 36,16
00735,2022-06-11,10 18 23 25 45 47,38
00734,2022-06-09,30 31 35 43 48 50,22
00733,2022-06-07,16 17 21 28 39 50,19
00732,2022-06-04,3 17 27 30 34 49,25
00731,2022-06-02,7 11 28 30 33 50,49
00730,2022-05-31,4 10 15 16 47 51,23
00729,2022-05-28,33 36 38 42 43 46,3
00728,2022-05-26,4 30 32 39 41 53,42
00727,2022-05-24,18 31 32 46 50 52,28
00726,2022-05-21,19 32 38 40 45 48,2
00725,2022-05-19,3 6 31 40 47 54,8
00724,2022-05-17,11 17 25 29 45 48,53
00723,2022-05-14,2 28 30 43 44 55,22
00722,2022-05-12,9 18 24 43 44 50,15
00721,2022-05-10,12 18 41 43 47 51,10
00720,2022-05-07,15 32 33 36 43 46,31
00719,2022-05-05,27 29 33 39 47 53,55
00718,2022-05-03,1 22 38 48 49 53,42
00717,2022-04-30,11 23 51 52 53 54,27
00716,2022-04-28,8 24 25 32 37 44,3
00715,2022-04-26,14 22 24 25 43 49,17
00714,2022-04-23,3 27 36 41 49 55,18
00713,2022-04-21,21 24 27 34 38 42,46
00712,2022-04-19,2 7 13 28 29 34,39
00711,2022-04-16,4 8 39 41 53 55,52
00710,2022-04-14,1 5 9 34 37 45,52
00709,2022-04-12,11 18 20 22 25 40,5
00708,2022-04-09,2 3 19 28 42 45,12
00707,2022-04-07,6 14 15 25 29 32,41
00706,2022-04-05,5 18 26 36 43 44,45
00705,2022-04-02,32 38 42 44 47 55,46
00704,2022-03-31,5 24 34 39 42 49,16
00703,2022-03-29,5 11 32 35 40 52,31
00702,2022-03-26,1 6 16 30 34 55,29
00701,2022-03-24,5 9 16 35 45 46,44
00700,2022-03-22,1 14 18 28 47 49,22
00699,2022-03-19,8 20 24 37 51 55,27
00698,2022-03-17,1 6 12 21 37 49,53
00697,2022-03-15,6 14 24 28 33 52,50
00696,2022-03-12,12 16 18 26 30 45,36
00695,2022-03-10,1 3 8 16 19 36,41
00694,2022-03-08,3 23 25 39 47 48,55
00693,2022-03-05,5 12 15 25 43 48,1
00692,2022-03-03,4 10 16 25 26 43,52
00691,2022-03-01,15 19 25 42 51 53,2
00690,2022-02-26,5 8 30 36 49 51,18
00689,2022-02-24,2 15 25 30 31 32,13
00688,2022-02-22,9 16 19 23 25 39,4
00687,2022-02-19,1 11 14 33 46 48,40
00686,2022-02-17,5 24 40 42 46 54,3
00685,2022-02-15,5 7 14 24 29 36,46
00684,2022-02-12,4 8 12 42 44 51,41
00683,2022-02-10,3 15 26 35 43 52,7
00682,2022-02-08,12 15 21 28 32 40,43
00681,2022-02-05,1 17 23 29 44 45,37
00680,2022-02-03,13 18 22 35 42 43,3
00679,2022-01-29,6 10 17 23 25 38,21
00678,2022-01-27,1 26 31 36 40 46,28
00677,2022-01-25,2 16 17 20 31 51,50
00676,2022-01-22,2 6 16 29 37 42,22
00675,2022-01-20,8 21 32 34 41 46,48
00674,2022-01-18,6 15 16 33 41 43,51
00673,2022-01-15,20 26 41 46 47 48,18
00672,2022-01-13,7 12 17 26 37 46,28
00671,2022-01-11,12 25 26 28 33 46,22
00670,2022-01-08,6 17 37 41 48 50,13
00669,2022-01-06,4 8 14 21 30 49,38
00668,2022-01-04,11 17 22 28 39 49,43
00667,2022-01-01,4 25 28 32 33 55,3
00666,2021-12-30,9 25 27 32 37 46,23
00665,2021-12-28,3 8 9 40 44 48,2
00664,2021-12-25,6 8 23 25 33 35,27
00663,2021-12-23,8 22 29 43 45 54,23
00662,2021-12-21,23 25 28 49 52 54,44
00661,2021-12-18,4 6 19 26 38 41,16
00660,2021-12-16,19 24 30 41 43 49,55
00659,2021-12-14,10 16 19 24 39 50,29
00658,2021-12-11,8 13 17 22 42 51,45
00657,2021-12-09,3 14 33 40 41 50,17
00656,2021-12-07,4 6 22 32 34 53,41
00655,2021-12-04,7 9 31 32 36 49,37
00654,2021-12-02,6 23 28 31 44 48,14
00653,2021-11-30,12 21 23 28 33 46,38
00652,2021-11-27,2 5 7 21 31 37,44
00651,2021-11-25,16 18 24 29 33 41,43
00650,2021-11-23,5 7 9 28 38 55,50
00649,2021-11-20,6 10 29 30 31 51,35
00648,2021-11-18,18 30 32 37 39 40,10
00647,2021-11-16,8 19 27 34 46 51,2
00646,2021-11-13,18 22 29 33 46 48,37
00645,2021-11-11,3 35 37 41 45 49,31
00644,2021-11-09,12 25 26 47 51 53,16
00643,2021-11-06,23 31 41 48 49 51,3
00642,2021-11-04,5 10 15 31 32 50,28
00641,2021-11-02,37 38 42 46 47 55,23
00640,2021-10-30,31 36 40 44 50 53,11
00639,2021-10-28,2 4 6 13 31 35,16
00638,2021-10-26,21 24 29 34 39 53,20
00637,2021-10-23,5 11 19 26 28 33,9
00636,2021-10-21,3 19 32 36 41 51,35
00635,2021-10-19,3 9 25 29 46 50,18
00634,2021-10-16,9 17 22 28 50 55,7
00633,2021-10-14,9 21 24 30 41 44,40
00632,2021-10-12,14 17 31 33 42 50,40
00631,2021-10-09,1 22 25 38 39 54,19
00630,2021-10-07,6 15 21 24 45 55,46
00629,2021-10-05,11 16 17 19 38 43,24
00628,2021-10-02,5 6 22 26 49 51,32
00627,2021-09-30,18 23 26 32 46 49,54
00626,2021-09-28,7 22 25 40 49 50,37
00625,2021-09-25,7 20 27 43 48 51,37
00624,2021-09-23,6 7 21 25 27 49,26
00623,2021-09-21,15 24 25 40 42 50,49
00622,2021-09-18,3 14 15 21 47 52,54
00621,2021-09-16,10 16 40 43 45 46,22
00620,2021-09-14,17 22 30 40 43 44,41
00619,2021-09-11,8 17 20 36 39 44,30
00618,2021-09-09,6 8 10 23 39 44,43
00617,2021-09-07,19 30 35 43 47 55,12
00616,2021-09-04,11 12 32 42 43 51,31
00615,2021-09-02,1 8 12 26 28 45,43
00614,2021-08-31,7 20 37 47 51 53,5
00613,2021-08-28,10 16 26 27 34 48,51
00612,2021-08-26,11 13 20 51 53 55,4
00611,2021-08-24,2 4 7 18 30 35,20
00610,2021-08-21,22 24 27 37 38 48,14
00609,2021-08-19,5 9 12 20 43 51,13
00608,2021-07-22,2 20 24 39 46 53,55
00607,2021-07-20,2 8 11 13 17 26,53
00606,2021-07-17,2 7 11 21 31 42,45
00605,2021-07-15,3 4 12 16 30 50,20
00604,2021-07-13,5 11 18 27 34 43,42
00603,2021-07-10,7 8 17 37 47 48,27
00602,2021-07-08,3 32 34 42 44 54,35
00601,2021-07-06,17 20 22 24 30 54,51
00600,2021-07-03,4 25 30 38 50 55,53
00599,2021-07-01,4 15 28 30 49 52,55
00598,2021-06-29,5 14 24 36 44 55,48
00597,2021-06-26,6 16 17 20 49 52,27
00596,2021-06-24,3 16 17 24 41 44,37
00595,2021-06-22,3 9 32 33 41 43,40
00594,2021-06-19,1 3 7 13 28 45,33
00593,2021-06-17,18 23 38 41 44 55,40
00592,2021-06-15,11 18 21 22 30 55,35
00591,2021-06-12,4 16 17 20 27 44,30
00590,2021-06-10,11 22 24 27 43 54,45
00589,2021-06-08,16 28 33 41 42 54,12
00588,2021-06-05,14 22 25 39 41 52,17
00587,2021-06-03,4 8 21 24 26 47,43
00586,2021-06-01,6 12 14 27 43 45,38
00585,2021-05-29,2 11 31 37 43 55,14
00584,2021-05-27,3 7 18 22 40 46,14
00583,2021-05-25,6 10 33 35 36 43,8
00582,2021-05-22,15 27 37 45 46 52,31
00581,2021-05-20,7 10 12 19 42 54,24
00580,2021-05-18,6 7 22 32 38 47,27
00579,2021-05-15,1 5 6 13 23 27,46
00578,2021-05-13,13 24 25 35 39 41,29
00577,2021-05-11,1 14 41 44 46 53,48
00576,2021-05-08,14 23 26 37 42 51,40
00575,2021-05-06,15 19 24 31 44 53,32
00574,2021-05-04,7 24 45 48 49 53,14
00573,2021-05-01,3 7 14 22 41 42,10
00572,2021-04-29,3 9 23 33 42 44,50
00571,2021-04-27,3 9 22 26 32 37,41
00570,2021-04-24,1 4 5 21 25 44,45
00569,2021-04-22,5 11 17 25 39 48,22
00568,2021-04-20,18 25 38 43 47 51,11
00567,2021-04-17,4 15 16 29 42 46,36
00566,2021-04-15,5 8 27 42 47 51,36
00565,2021-04-13,25 33 39 45 49 55,36
00564,2021-04-10,12 13 16 17 27 47,49
00563,2021-04-08,8 11 16 22 28 30,45
00562,2021-04-06,27 33 34 38 46 48,5
00561,2021-04-03,2 4 34 38 41 55,19
00560,2021-04-01,13 18 24 34 38 54,8
00559,2021-03-30,2 11 17 19 47 51,22
00558,2021-03-27,5 11 17 20 26 37,12
00557,2021-03-25,19 20 24 29 36 39,22
00556,2021-03-23,9 13 17 33 34 53,31
00555,2021-03-20,16 18 20 25 35 36,17
00554,2021-03-18,17 24 38 41 46 54,51
00553,2021-03-16,3 31 45 46 49 54,40
00552,2021-03-13,7 19 20 23 36 55,9
00551,2021-03-11,4 5 12 25 43 44,27
00550,2021-03-09,15 18 29 35 47 54,20
00549,2021-03-06,18 24 34 39 46 55,4
00548,2021-03-04,2 9 21 23 33 41,45
00547,2021-03-02,23 29 45 46 49 51,1
00546,2021-02-27,6 11 24 30 50 52,22
00545,2021-02-25,9 19 32 40 45 51,1
00544,2021-02-23,16 19 21 23 30 48,6
00543,2021-02-20,1 2 4 32 34 39,20
00542,2021-02-18,2 5 10 22 26 47,53
00541,2021-02-16,4 10 11 21 23 44,50
00540,2021-02-13,3 11 14 31 34 42,24
00539,2021-02-09,15 20 21 29 31 41,34
00538,2021-02-06,6 22 32 33 35 53,12
00537,2021-02-04,28 43 44 50 51 53,13
00536,2021-02-02,4 13 31 36 40 54,30
00535,2021-01-30,2 7 17 18 21 29,19
00534,2021-01-28,3 4 16 34 40 55,2
00533,2021-01-26,7 16 32 42 44 47,35
00532,2021-01-23,12 31 39 41 45 55,34
00531,2021-01-21,9 20 22 31 47 52,18
00530,2021-01-19,5 22 25 43 48 53,18
00529,2021-01-16,13 15 28 29 32 44,49
00528,2021-01-14,1 4 42 44 46 50,9
00527,2021-01-12,19 23 29 34 44 53,35
00526,2021-01-09,10 19 24 29 46 48,5
00525,2021-01-07,7 11 22 38 48 51,53
00524,2021-01-05,5 7 9 22 42 54,47
00523,2021-01-02,7 19 23 26 35 45,11
00522,2020-12-31,2 15 25 27 37 51,53
00521,2020-12-29,4 8 11 15 17 41,23
00520,2020-12-26,1 24 33 41 43 51,48
00519,2020-12-24,11 19 34 41 44 48,43
00518,2020-12-22,10 11 16 29 35 38,3
00517,2020-12-19,14 20 32 34 37 49,31
00516,2020-12-17,15 25 27 35 40 48,45
00515,2020-12-15,10 11 13 35 38 49,14
00514,2020-12-12,3 14 32 36 41 46,54
00513,2020-12-10,3 31 34 36 44 54,45
00512,2020-12-08,2 17 32 33 38 45,37
00511,2020-12-05,10 28 29 30 37 38,36
00510,2020-12-03,5 19 32 41 42 45,17
00509,2020-12-01,6 10 12 24 34 43,15
00508,2020-11-28,1 20 36 44 45 49,52
00507,2020-11-26,18 19 29 31 36 52,50
00506,2020-11-24,4 7 19 20 22 53,23
00505,2020-11-21,8 14 19 20 49 51,28
00504,2020-11-19,12 15 23 28 45 48,43
00503,2020-11-17,6 17 27 34 36 51,48
00502,2020-11-14,5 11 15 34 44 48,35
00501,2020-11-12,4 20 22 25 43 47,12
00500,2020-11-10,2 5 19 39 48 53,6
00499,2020-11-07,12 28 30 33 45 52,15
00498,2020-11-05,1 2 6 18 34 51,52
00497,2020-11-03,2 22 27 46 48 52,23
00496,2020-10-31,8 18 19 20 43 54,50
00495,2020-10-29,9 11 14 16 21 23,54
00494,2020-10-27,3 31 33 36 38 39,8
00493,2020-10-24,12 21 22 27 41 50,34
00492,2020-10-22,2 3 12 21 24 38,14
00491,2020-10-20,8 33 38 47 49 54,31
00490,2020-10-17,3 14 25 37 49 54,53
00489,2020-10-15,8 38 41 47 50 52,45
00488,2020-10-13,12 19 28 29 52 53,20
00487,2020-10-10,5 10 47 50 53 54,22
00486,2020-10-08,10 18 20 21 26 51,52
00485,2020-10-06,11 14 29 32 33 40,35
00484,2020-10-03,12 14 22 23 39 44,28
00483,2020-10-01,3 6 7 19 38 54,50
00482,2020-09-29,1 6 7 13 30 55,34
00481,2020-09-26,7 10 13 15 40 48,1
00480,2020-09-24,12 28 41 42 52 53,50
00479,2020-09-22,5 8 15 18 36 45,6
00478,2020-09-19,4 7 8 29 31 41,38
00477,2020-09-17,1 5 28 43 44 53,49
00476,2020-09-15,13 14 15 17 26 53,21
00475,2020-09-12,20 21 24 30 31 44,40
00474,2020-09-10,18 25 27 37 45 50,52
00473,2020-09-08,22 47 48 52 53 55,14
00472,2020-09-05,9 12 19 22 31 46,20
00471,2020-09-03,7 9 18 22 35 54,50
00470,2020-09-01,11 22 24 47 49 53,3
00469,2020-08-29,1 4 14 28 35 53,2
00468,2020-08-25,21 35 36 38 44 47,14
00467,2020-08-22,1 20 24 26 35 51,12
00466,2020-08-20,14 18 28 32 33 36,41
00465,2020-08-18,22 41 44 46 51 52,2
00464,2020-08-15,1 11 29 30 41 51,4
00463,2020-08-13,3 25 28 44 49 54,19
00462,2020-08-11,2 12 33 39 52 53,44
00461,2020-08-08,3 12 24 26 36 43,8
00460,2020-08-06,2 5 21 24 26 27,11
00459,2020-08-04,10 15 20 21 32 51,8
00458,2020-08-01,13 18 29 30 40 47,4
00457,2020-07-30,6 7 16 26 29 54,4
00456,2020-07-28,3 11 20 34 44 54,16
00455,2020-07-25,2 19 21 34 54 55,24
00454,2020-07-23,4 12 31 47 49 52,2
00453,2020-07-21,6 14 31 37 38 44,4
00452,2020-07-18,3 13 22 28 30 53,16
00451,2020-07-16,2 5 11 20 24 32,6
00450,2020-07-14,5 22 32 34 43 51,12
00449,2020-07-11,3 4 6 14 20 38,35
00448,2020-07-09,3 10 11 17 26 54,21
00447,2020-07-07,7 24 32 35 48 50,1
00446,2020-07-04,3 9 10 18 29 45,36
00445,2020-07-02,4 10 20 38 48 53,5
00444,2020-06-30,5 11 18 19 20 21,52
00443,2020-06-27,2 6 38 47 50 53,14
00442,2020-06-25,9 10 12 19 27 40,55
00441,2020-06-23,2 18 28 46 52 54,19
00440,2020-06-20,5 9 33 43 44 50,46
00439,2020-06-18,5 18 27 45 50 54,9
00438,2020-06-16,2 15 16 23 33 54,45
00437,2020-06-13,7 9 11 30 43 53,10
00436,2020-06-11,3 21 25 32 35 52,34
00435,2020-06-09,1 3 8 22 42 48,44
00434,2020-06-06,8 12 24 32 35 51,21
00433,2020-06-04,6 12 16 34 39 54,19
00432,2020-06-02,4 19 31 42 48 55,22
00431,2020-05-30,12 13 41 42 48 53,20
00430,2020-05-28,1 4 8 21 44 49,52
00429,2020-05-26,11 12 23 24 34 47,43
00428,2020-05-23,4 13 27 47 50 55,31
00427,2020-05-21,2 15 22 25 30 46,10
00426,2020-05-19,5 15 16 19 49 55,3
00425,2020-05-16,19 35 38 49 52 55,1
00424,2020-05-14,7 23 29 47 51 55,12
00423,2020-05-12,1 8 25 34 38 44,28
00422,2020-05-09,18 19 30 39 45 46,11
00421,2020-05-07,9 19 28 30 32 54,22
00420,2020-05-05,1 4 13 15 18 20,22
00419,2020-05-02,2 6 9 16 43 53,19
00418,2020-04-30,12 31 32 33 39 41,14
00417,2020-04-28,4 6 10 16 30 46,34
00416,2020-04-25,4 18 24 30 53 55,13
00415,2020-03-31,12 19 40 41 43 53,23
00414,2020-03-28,1 10 11 13 27 55,19
00413,2020-03-26,7 8 11 31 35 36,45
00412,2020-03-24,3 9 20 21 33 52,50
00411,2020-03-21,10 12 14 17 29 53,25
00410,2020-03-19,3 35 41 42 43 49,31
00409,2020-03-17,1 14 18 43 49 50,8
00408,2020-03-14,12 20 25 38 39 40,37
00407,2020-03-12,2 14 19 24 27 34,48
00406,2020-03-10,23 25 30 36 45 52,53
00405,2020-03-07,5 11 21 30 40 48,20
00404,2020-03-05,8 9 34 40 41 54,13
00403,2020-03-03,14 15 31 40 43 49,12
00402,2020-02-29,9 17 23 26 51 54,32
00401,2020-02-27,3 11 21 29 47 55,50
00400,2020-02-25,5 13 21 36 39 48,6
00399,2020-02-22,7 24 32 49 51 54,44
00398,2020-02-20,1 3 20 33 36 51,49
00397,2020-02-18,27 32 36 37 47 48,50
00396,2020-02-15,26 36 37 38 42 49,46
00395,2020-02-13,25 28 32 34 35 39,7
00394,2020-02-11,4 14 18 21 32 53,2
00393,2020-02-08,9 12 19 25 41 54,38
00392,2020-02-06,13 18 34 36 45 49,37
00391,2020-02-04,6 10 20 47 52 55,46
00390,2020-02-01,2 3 11 23 35 54,6
00389,2020-01-30,12 18 28 30 47 50,41
00388,2020-01-28,1 20 24 33 40 55,46
00387,2020-01-23,9 15 18 25 31 49,46
00386,2020-01-21,14 31 45 47 52 54,13
00385,2020-01-18,13 18 19 23 32 43,11
00384,2020-01-16,10 11 26 33 44 46,55
00383,2020-01-14,3 4 17 39 50 51,53
00382,2020-01-11,8 11 17 19 25 47,53
00381,2020-01-09,17 20 21 29 52 54,51
00380,2020-01-07,8 11 16 22 42 54,13
00379,2020-01-04,4 14 26 42 44 55,48
00378,2020-01-02,12 14 26 29 33 40,50
00377,2019-12-31,2 22 26 28 44 55,27
00376,2019-12-28,10 17 26 28 29 32,21
00375,2019-12-26,5 6 12 18 23 54,26
00374,2019-12-24,3 16 30 34 50 55,48
00373,2019-12-21,5 8 20 34 37 42,51
00372,2019-12-19,18 22 25 28 29 34,50
00371,2019-12-17,4 5 14 19 22 37,43
00370,2019-12-14,3 30 33 34 40 47,26
00369,2019-12-12,1 9 15 42 49 50,48
00368,2019-12-10,5 20 33 42 43 49,26
00367,2019-12-07,7 18 38 42 47 51,8
00366,2019-12-05,9 11 16 27 35 40,51
00365,2019-12-03,21 29 36 41 50 52,42
00364,2019-11-30,8 9 10 32 44 50,15
00363,2019-11-28,1 18 26 28 53 55,14
00362,2019-11-26,7 19 38 41 42 47,4
00361,2019-11-23,7 29 30 45 50 55,15
00360,2019-11-21,21 24 35 38 42 47,34
00359,2019-11-19,19 21 33 35 38 40,4
00358,2019-11-16,6 8 18 22 49 52,10
00357,2019-11-14,9 12 16 36 41 55,35
00356,2019-11-12,10 17 24 27 36 39,33
00355,2019-11-09,1 3 6 25 29 41,12
00354,2019-11-07,1 12 19 37 44 52,18
00353,2019-11-05,3 6 16 17 44 50,28
00352,2019-11-02,2 15 34 35 48 50,32
00351,2019-10-31,18 19 22 37 47 48,46
00350,2019-10-29,12 15 16 31 43 55,11
00349,2019-10-26,18 20 22 50 51 53,35
00348,2019-10-24,9 14 23 41 45 50,13
00347,2019-10-22,2 16 26 27 36 40,31
00346,2019-10-19,1 10 21 26 42 43,25
00345,2019-10-17,5 11 14 34 51 53,16
00344,2019-10-15,9 12 29 46 48 53,3
00343,2019-10-12,21 39 48 51 53 55,5
00342,2019-10-10,4 17 42 51 53 55,29
00341,2019-10-08,8 36 39 43 48 50,40
00340,2019-10-05,10 29 30 31 37 51,50
00339,2019-10-03,4 7 8 26 37 44,29
00338,2019-10-01,5 22 38 41 47 49,29
00337,2019-09-28,4 8 21 23 40 43,44
00336,2019-09-26,7 12 38 43 51 55,15
00335,2019-09-24,12 33 39 40 48 53,35
00334,2019-09-21,2 5 23 30 42 45,34
00333,2019-09-19,2 8 22 34 39 41,13
00332,2019-09-17,3 14 26 38 43 47,10
00331,2019-09-14,10 36 42 44 45 54,14
00330,2019-09-12,18 29 32 33 45 49,40
00329,2019-09-10,6 9 19 39 50 54,37
00328,2019-09-07,7 17 31 35 38 46,16
00327,2019-09-05,20 24 27 30 33 45,21
00326,2019-09-03,13 14 29 35 41 55,25
00325,2019-08-31,13 20 23 32 51 52,42
00324,2019-08-29,10 11 12 23 27 48,9
00323,2019-08-27,16 22 29 33 46 47,55
00322,2019-08-24,19 20 34 40 49 51,1
00321,2019-08-22,4 7 16 17 30 39,27
00320,2019-08-20,10 30 38 48 54 55,46
00319,2019-08-17,9 11 24 26 38 53,41
00318,2019-08-15,19 25 31 32 39 47,8
00317,2019-08-13,4 8 16 27 32 40,23
00316,2019-08-10,7 17 36 42 43 50,44
00315,2019-08-08,1 6 17 18 21 41,22
00314,2019-08-06,9 11 19 20 26 42,17
00313,2019-08-03,13 24 25 26 27 30,4
00312,2019-08-01,1 18 39 45 48 49,26
00311,2019-07-30,3 8 12 21 32 51,7
00310,2019-07-27,2 3 25 33 44 50,17
00309,2019-07-25,3 31 34 41 52 53,16
00308,2019-07-23,5 10 21 32 39 52,41
00307,2019-07-20,15 18 25 32 42 52,10
00306,2019-07-18,4 24 29 31 39 41,38
00305,2019-07-16,4 12 19 31 33 40,51
00304,2019-07-13,5 23 29 45 50 52,1
00303,2019-07-11,6 9 15 26 35 38,34
00302,2019-07-09,4 17 25 40 42 51,2
00301,2019-07-06,5 29 36 39 46 53,48
00300,2019-07-04,4 5 14 46 52 54,3
00299,2019-07-02,2 9 33 45 52 54,1
00298,2019-06-29,6 10 19 31 34 43,37
00297,2019-06-27,9 29 32 44 49 53,5
00296,2019-06-25,3 14 34 35 40 49,23
00295,2019-06-22,1 9 23 28 42 54,49
00294,2019-06-20,9 15 23 41 49 51,52
00293,2019-06-18,24 31 45 46 47 54,4
00292,2019-06-15,13 23 40 45 52 55,9
00291,2019-06-13,6 9 15 22 29 53,25
00290,2019-06-11,2 5 13 20 30 49,35
00289,2019-06-08,2 8 10 23 27 35,47
00288,2019-06-06,10 13 30 36 51 54,16
00287,2019-06-04,18 20 24 26 33 41,55
00286,2019-06-01,10 24 31 41 42 47,20
00285,2019-05-30,17 31 33 34 37 40,35
00284,2019-05-28,15 22 31 32 33 37,51
00283,2019-05-25,4 12 35 44 50 55,19
00282,2019-05-23,13 21 33 42 53 55,44
00281,2019-05-21,11 12 29 31 37 53,41
00280,2019-05-18,6 10 13 18 29 38,53
00279,2019-05-16,8 28 30 33 40 43,24
00278,2019-05-14,6 11 15 21 30 40,10
00277,2019-05-11,6 11 20 22 26 28,36
00276,2019-05-09,19 21 48 49 54 55,27
00275,2019-05-07,3 6 7 8 9 49,24
00274,2019-05-04,1 2 3 17 26 53,50
00273,2019-05-02,2 10 16 17 33 36,20
00272,2019-04-30,3 5 13 40 41 45,52
00271,2019-04-27,1 11 22 26 33 51,4
00270,2019-04-25,16 22 23 33 36 38,45
00269,2019-04-23,20 21 22 31 43 45,30
00268,2019-04-20,8 10 12 24 40 44,51
00267,2019-04-18,7 8 15 24 26 48,10
00266,2019-04-16,16 29 32 33 52 53,5
00265,2019-04-13,9 13 20 21 36 43,32
00264,2019-04-11,1 8 31 32 37 55,53
00263,2019-04-09,10 14 19 36 48 49,3
00262,2019-04-06,1 20 30 41 46 50,48
00261,2019-04-04,16 26 29 38 47 51,13
00260,2019-04-02,1 4 9 20 22 26,48
00259,2019-03-30,3 15 18 35 50 54,32
00258,2019-03-28,3 23 37 43 44 49,27
00257,2019-03-26,15 19 28 40 44 48,14
00256,2019-03-23,3 9 30 41 46 52,22
00255,2019-03-21,7 18 32 42 46 53,28
00254,2019-03-19,8 28 32 35 40 45,34
00253,2019-03-16,10 18 22 24 35 40,53
00252,2019-03-14,18 21 25 35 44 53,4
00251,2019-03-12,9 16 26 34 44 49,19
00250,2019-03-09,18 24 31 34 35 44,52
00249,2019-03-07,2 14 20 33 41 47,27
00248,2019-03-05,1 15 23 51 53 55,26
00247,2019-03-02,1 2 3 20 46 48,31
00246,2019-02-28,4 15 19 34 40 42,49
00245,2019-02-26,8 9 16 34 42 43,45
00244,2019-02-23,16 19 30 39 43 52,21
00243,2019-02-21,3 10 11 15 29 34,50
00242,2019-02-19,12 18 22 29 32 52,51
00241,2019-02-16,5 8 14 28 37 40,41
00240,2019-02-14,8 15 26 41 43 53,46
00239,2019-02-12,1 12 17 34 48 49,47
00238,2019-02-09,2 14 15 44 46 50,18
00237,2019-02-07,20 27 28 32 47 50,41
00236,2019-02-02,11 23 27 35 36 46,37
00235,2019-01-31,10 19 20 28 34 44,29
00234,2019-01-29,15 20 26 41 45 55,10
00233,2019-01-26,20 27 33 43 53 54,48
00232,2019-01-24,31 35 38 44 49 55,24
00231,2019-01-22,1 14 22 40 52 55,21
00230,2019-01-19,13 29 42 46 51 53,36
00229,2019-01-17,13 14 22 34 35 55,54
00228,2019-01-15,4 6 13 22 29 30,52
00227,2019-01-12,7 13 14 26 42 54,11
00226,2019-01-10,12 22 31 35 40 47,8
00225,2019-01-08,3 5 9 11 45 48,40
00224,2019-01-05,10 11 38 47 53 55,51
00223,2019-01-03,23 31 37 45 49 54,18
00222,2019-01-01,2 19 21 27 37 46,12
